delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-2,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-6,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,easy
4,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,difficult
9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
15,11,1,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-9,-1,-1,0,0,0,0,0,-5,-1,-1,0,0,0,0,0,easy
1,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-7,1,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,easy
1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,difficult
-3,4,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,easy
4,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
-7,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
14,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,difficult
-1,2,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,10,4,0,0,0,1,0,0,difficult
1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
10,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-9,-1,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
-1,0,1,0,0,0,0,0,-5,0,0,0,0,0,0,0,difficult
-6,-3,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,difficult
4,6,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,difficult
-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-5,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
0,-4,0,-1,0,0,0,0,-4,-2,0,-1,0,0,0,0,easy
3,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,difficult
0,4,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,easy
3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
11,4,0,0,0,0,0,0,-3,-2,0,0,0,0,0,0,difficult
4,3,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-9,-1,0,0,0,0,0,0,-2,1,0,0,0,0,1,0,easy
-3,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,difficult
-11,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
-7,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
1,-1,0,0,0,0,0,0,12,0,0,2,0,0,0,0,easy
0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
6,12,1,0,0,0,0,0,5,1,0,0,0,0,0,0,difficult
-1,-3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,difficult
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-8,4,0,0,0,0,0,0,difficult
-3,-1,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-1,-4,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,difficult
4,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,easy
13,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,difficult
6,2,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
-4,-2,0,0,0,0,0,0,-3,-2,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-3,-3,0,0,0,0,0,0,7,-2,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-3,-2,0,0,0,0,0,0,easy
-2,7,0,0,0,0,0,0,-8,-3,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,easy
-9,4,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
5,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,easy
2,-1,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-6,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
10,7,0,1,0,0,1,0,3,2,0,0,0,0,0,0,easy
-3,-2,-1,0,0,0,0,0,-3,0,-1,0,0,0,0,0,difficult
-6,-4,0,0,0,0,0,0,-5,-4,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
3,2,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-5,-1,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
-8,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,difficult
3,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-3,3,1,0,0,0,0,0,easy
-7,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
10,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
20,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
9,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-5,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,difficult
-8,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-5,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-5,-2,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,easy
1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-5,1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
12,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,easy
0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,easy
-5,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,difficult
7,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,easy
-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
5,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
2,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,easy
20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-1,-3,0,0,0,0,0,0,8,-3,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
2,0,1,1,0,0,0,0,-10,-2,-1,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-3,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,easy
-6,-1,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,difficult
5,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,easy
-2,-2,0,0,0,0,0,0,-4,-3,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,difficult
-10,-3,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
7,1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
5,5,2,1,2,2,1,0,-6,-1,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,easy
2,4,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,easy
-9,-1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,-1,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,difficult
7,9,1,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,difficult
3,-3,0,0,0,0,0,0,-4,-3,0,0,0,0,0,0,easy
15,5,0,0,0,0,0,0,12,2,0,0,0,0,0,0,difficult
-7,-3,0,0,0,0,0,0,-8,5,0,0,0,0,0,0,easy
-7,-7,0,0,0,0,0,0,-8,-7,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
18,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,easy
-6,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
6,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
0,-3,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,4,3,1,1,0,0,0,0,easy
3,4,0,0,0,0,0,0,-4,1,0,0,0,0,0,0,difficult
5,6,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,easy
6,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-6,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,difficult
0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,easy
3,1,0,0,0,0,0,0,11,8,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,-4,-1,0,-1,0,0,0,13,-4,-1,0,-1,0,0,0,easy
-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,16,3,6,0,0,1,0,0,difficult
-4,-1,0,0,0,0,0,0,14,2,1,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,difficult
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
14,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
9,-2,1,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
6,-1,1,0,0,0,0,0,-3,-2,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-4,-1,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
